index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
8,Jonathan Delaplace,6.0,fr FRA,RM,31-138,90,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.1,5,0,24,31,77.4,5,11,1,1,1,6.0,RM,24,31,77.4,384,110,13,18,72.2,8,10,80.0,2,2,100.0,0,0.1,0.0,4,2,0,0,5,6.0,RM,31,31,0,0,0,0,0,0,0,0,0,0,24,0,0,6.0,RM,1,1,0,1,0,0,0,,0,0,0,0,0,1,2,0,6.0,RM,35,0,4,26,5,1,35,1,1,100.0,0,0.0,11,63,42,1,1,0,0,0,22,2,6.0,RM,0,0,0,1,3,0,0,0,1,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,5
9,Julien Féret,25.0,fr FRA,"LM,CM",35-031,90,0,0,0,0,1,0,0,0,58,0,1,0,0.0,0.0,0.0,1,0,36,51,70.6,6,17,2,0,0,25.0,"LM,CM",36,51,70.6,657,164,14,19,73.7,16,22,72.7,4,7,57.1,0,0.0,0.0,1,5,0,0,6,25.0,"LM,CM",51,49,1,0,0,1,0,0,0,0,0,0,36,1,0,25.0,"LM,CM",0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,0,25.0,"LM,CM",58,3,7,45,6,0,58,0,0,,0,,17,104,52,2,0,0,1,1,34,2,25.0,"LM,CM",0,0,0,0,0,0,0,1,0,0,0,0,10,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,5
10,Romain Genevois,29.0,ht HAI,CB,29-281,90,0,0,0,0,0,0,0,0,65,2,2,1,0.0,0.0,0.0,0,0,42,59,71.2,0,29,0,0,0,29.0,CB,42,59,71.2,1004,388,10,12,83.3,22,24,91.7,10,23,43.5,0,0.0,0.0,0,2,0,0,0,29.0,CB,59,59,0,0,0,3,0,0,0,0,0,0,42,0,0,29.0,CB,2,0,1,1,0,2,2,100.0,0,1,0,1,2,4,1,0,29.0,CB,65,1,32,33,1,1,65,0,0,,0,,29,170,93,0,0,0,0,0,46,0,29.0,CB,0,0,0,1,0,0,0,2,0,0,0,0,5,4,2,66.7,,,,,,,,,,,,,,,,,,,,,0,5
11,Ronny Rodelin,12.0,fr FRA,RW,27-260,65,0,0,0,0,1,0,0,0,35,2,0,0,0.0,0.0,0.0,0,0,18,28,64.3,3,10,0,1,1,12.0,RW,18,28,64.3,257,84,15,21,71.4,2,5,40.0,1,2,50.0,0,0.0,0.0,0,2,0,0,3,12.0,RW,28,28,0,0,0,1,1,0,0,0,0,0,18,0,0,12.0,RW,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,12.0,RW,35,0,2,24,9,0,35,1,1,100.0,0,0.0,10,47,7,0,0,0,4,1,28,4,12.0,RW,0,0,0,1,0,1,1,0,2,0,0,0,3,3,0,100.0,,,,,,,,,,,,,,,,,,,,,0,5
12,Rémy Vercoutre,1.0,fr FRA,GK,37-040,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,20,30,66.7,0,10,0,0,0,1.0,GK,20,30,66.7,894,816,0,0,,6,6,100.0,14,24,58.3,0,0.0,0.0,0,2,0,0,0,1.0,GK,30,15,15,5,0,0,0,0,0,0,0,0,20,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,GK,32,26,31,1,0,0,32,0,0,,0,,10,89,67,0,0,0,0,0,8,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,2.0,1.0,1.0,50.0,0.7,11.0,21.0,52.4,20.0,3.0,60.0,44.9,10.0,90.0,58.2,14.0,1.0,7.1,1.0,14.6,0,5
13,Stef Peeters,8.0,be BEL,"LM,CM",25-177,21,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,2,0,0,0,8.0,"LM,CM",5,8,62.5,58,12,3,5,60.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,8.0,"LM,CM",8,7,1,1,0,0,1,0,0,0,0,0,5,0,0,8.0,"LM,CM",0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,8.0,"LM,CM",9,0,1,7,1,0,9,0,0,,0,,2,16,3,0,0,0,0,0,6,0,8.0,"LM,CM",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,5
0,14 Players,,,,,990,1,1,0,0,12,4,1,0,485,19,17,11,1.9,1.9,1.4,16,1,220,353,62.3,22,213,7,14,7,,,220,353,62.3,3741,1791,110,136,80.9,68,100,68.0,27,83,32.5,1,1.4,0.5,7,15,5,2,22,,,353,296,55,9,1,2,14,25,6,4,1,0,220,2,13,,,19,15,13,5,1,7,21,33.3,14,11,5,6,17,36,35,1,,,485,63,219,169,104,14,485,14,7,50.0,7,50.0,213,1017,458,7,4,4,15,13,220,22,,,1,0,0,13,8,2,14,17,15,0,0,0,65,15,27,35.7,,,,,,,,,,,,,,,,,,,,,1,6
1,Adama Niane,26.0,ml MLI,FW,24-050,77,0,1,0,0,4,3,0,0,38,1,0,0,0.9,0.9,0.5,1,0,16,25,64.0,1,21,2,3,2,26.0,FW,16,25,64.0,179,48,12,14,85.7,3,6,50.0,0,1,0.0,1,0.5,0.0,1,0,1,0,1,26.0,FW,25,23,2,0,0,0,1,0,0,0,0,0,16,0,2,26.0,FW,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0,26.0,FW,38,1,4,20,15,5,38,3,2,66.7,1,33.3,21,130,55,2,2,1,4,1,26,5,26.0,FW,0,0,0,0,0,1,1,0,0,0,0,0,5,1,7,12.5,,,,,,,,,,,,,,,,,,,,,1,6
2,Benjamin Nivet,10.0,fr FRA,AM,40-215,71,0,0,0,0,3,0,0,0,36,1,1,1,0.3,0.3,0.0,1,0,17,23,73.9,1,18,1,1,1,10.0,AM,17,23,73.9,221,40,11,12,91.7,4,4,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,1,10.0,AM,23,22,0,0,0,0,2,0,0,0,0,0,17,1,3,10.0,AM,1,0,1,0,0,1,2,50.0,1,1,0,1,1,2,2,0,10.0,AM,36,2,10,12,16,4,36,1,1,100.0,0,0.0,18,55,20,1,0,1,2,1,22,3,10.0,AM,0,0,0,0,0,0,2,1,0,0,0,0,5,2,4,33.3,,,,,,,,,,,,,,,,,,,,,1,6
3,Bryan Pelé,28.0,fr FRA,RW,25-133,13,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,4,0,2,0,28.0,RW,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,28.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,RW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,28.0,RW,4,1,1,1,2,0,4,2,0,0.0,2,100.0,4,10,3,0,0,0,1,1,3,0,28.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,6
4,Christophe Hérelle,22.0,mq MTQ,CB,24-348,90,0,0,0,0,0,0,0,0,56,1,4,4,0.0,0.0,0.0,1,0,23,35,65.7,3,16,0,0,0,22.0,CB,23,35,65.7,530,219,6,8,75.0,15,17,88.2,2,9,22.2,0,0.0,0.0,0,1,0,0,3,22.0,CB,35,32,2,2,0,1,0,0,0,0,0,0,23,1,0,22.0,CB,1,1,1,0,0,0,0,,0,4,3,1,4,5,11,0,22.0,CB,56,13,35,19,2,0,56,0,0,,0,,16,76,32,0,0,0,0,1,16,0,22.0,CB,0,0,0,3,2,0,0,4,1,0,0,0,7,3,0,100.0,,,,,,,,,,,,,,,,,,,,,1,6
5,Johann Obiang,17.0,ga GAB,LB,24-031,90,0,0,0,0,0,0,1,0,55,1,1,1,0.0,0.0,0.0,2,0,27,48,56.3,2,22,1,2,1,17.0,LB,27,48,56.3,422,216,17,23,73.9,6,13,46.2,3,8,37.5,0,0.0,0.1,0,3,1,1,2,17.0,LB,48,35,13,0,0,0,2,13,0,0,0,0,27,0,2,17.0,LB,1,1,0,1,0,1,3,33.3,2,1,0,1,1,2,2,0,17.0,LB,55,2,23,16,16,0,55,2,1,50.0,1,50.0,22,85,28,1,0,0,1,2,29,1,17.0,LB,1,0,0,3,2,0,2,1,1,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,6
6,Jonathan Tinhan,20.0,bj BEN,FW,28-065,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,0,0,0,0,20.0,FW,1,3,33.3,6,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,20.0,FW,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20.0,FW,4,1,1,1,2,0,4,0,0,,0,,0,0,0,0,0,0,0,0,3,2,20.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,6
7,Karim Azamoum,6.0,fr FRA,DM,27-200,90,0,0,0,0,1,0,0,0,43,5,1,0,0.0,0.0,0.1,1,0,20,31,64.5,3,19,0,2,2,6.0,DM,20,31,64.5,297,108,9,11,81.8,6,9,66.7,2,7,28.6,0,0.1,0.1,1,1,0,0,3,6.0,DM,31,26,5,1,0,0,3,0,4,2,1,0,20,0,1,6.0,DM,5,4,3,2,0,1,2,50.0,1,0,0,0,1,6,1,0,6.0,DM,43,1,13,23,10,0,43,2,2,100.0,0,0.0,19,89,33,0,0,0,2,1,18,2,6.0,DM,0,0,0,2,2,0,3,1,4,0,0,0,7,3,4,42.9,,,,,,,,,,,,,,,,,,,,,1,6
8,Mamadou Samassa,30.0,ml MLI,GK,27-170,90,0,0,0,0,0,0,0,0,38,0,0,0,0.0,0.0,0.0,0,0,14,36,38.9,0,18,0,0,0,30.0,GK,14,36,38.9,536,395,1,1,100.0,4,4,100.0,9,31,29.0,0,0.0,0.0,0,0,0,0,0,30.0,GK,36,18,18,5,0,0,0,0,0,0,0,0,14,0,0,30.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30.0,GK,38,28,38,0,0,0,38,0,0,,0,,18,140,111,0,0,0,0,0,7,0,30.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,3.0,1.0,2.0,66.7,1.2,5.0,26.0,19.2,23.0,4.0,56.5,43.0,13.0,100.0,63.0,22.0,2.0,9.1,2.0,16.4,1,6
9,Mathieu Deplagne,12.0,fr FRA,RB,25-308,90,0,0,0,0,1,0,0,0,55,1,4,2,0.0,0.0,0.0,0,0,24,38,63.2,2,14,0,0,0,12.0,RB,24,38,63.2,403,236,10,11,90.9,11,17,64.7,2,7,28.6,0,0.0,0.0,0,1,0,0,2,12.0,RB,38,27,11,0,0,1,0,11,0,0,0,0,24,0,1,12.0,RB,1,1,0,1,0,1,2,50.0,1,2,1,1,4,5,7,0,12.0,RB,55,6,28,19,9,0,55,0,0,,0,,14,104,36,0,0,0,1,0,13,0,12.0,RB,0,0,0,1,0,0,0,4,1,0,0,0,6,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,6
10,Oswaldo Vizcarrondo,4.0,ve VEN,CB,33-066,90,0,0,0,0,1,0,0,0,33,1,2,1,0.1,0.1,0.0,1,0,13,20,65.0,1,11,0,0,0,4.0,CB,13,20,65.0,255,80,3,3,100.0,5,10,50.0,3,5,60.0,0,0.0,0.0,0,0,0,0,1,4.0,CB,20,20,0,0,0,0,0,0,0,0,0,0,13,0,0,4.0,CB,1,1,1,0,0,0,0,,0,1,1,0,2,3,8,1,4.0,CB,33,4,24,8,1,1,33,0,0,,0,,11,29,8,0,0,0,1,0,11,0,4.0,CB,0,0,0,0,0,0,0,2,1,0,0,0,2,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,6
11,Samuel Grandsir,29.0,fr FRA,"RW,FW",20-356,86,1,0,0,0,1,1,0,0,31,4,1,0,0.5,0.5,0.0,3,1,15,19,78.9,3,21,2,2,1,29.0,"RW,FW",15,19,78.9,208,75,7,9,77.8,6,6,100.0,0,2,0.0,0,0.0,0.0,1,1,1,0,3,29.0,"RW,FW",19,18,1,0,0,0,0,1,0,0,0,0,15,0,0,29.0,"RW,FW",4,4,3,0,1,2,2,100.0,0,0,0,0,1,5,1,0,29.0,"RW,FW",31,1,9,14,8,1,31,2,1,50.0,1,50.0,21,143,68,2,0,1,1,2,17,4,29.0,"RW,FW",0,0,0,0,1,1,0,1,4,0,0,0,8,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,6
12,Saîf-Eddine Khaoui,13.0,tn TUN,AM,22-100,19,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,2,6,33.3,2,4,0,0,0,13.0,AM,2,6,33.3,31,30,1,3,33.3,1,2,50.0,0,1,0.0,0,0.0,0.0,0,2,0,0,2,13.0,AM,6,6,0,0,0,0,0,0,0,0,0,0,2,0,0,13.0,AM,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,13.0,AM,7,0,1,5,1,0,7,0,0,,0,,4,7,4,0,0,0,0,0,5,0,13.0,AM,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,6
13,Stéphane Darbion,8.0,fr FRA,LW,33-136,90,0,0,0,0,1,0,0,0,41,2,0,1,0.1,0.1,0.7,5,0,26,34,76.5,3,25,0,2,0,8.0,LW,26,34,76.5,329,151,17,19,89.5,4,6,66.7,2,6,33.3,0,0.7,0.3,3,2,2,1,3,8.0,LW,34,31,3,1,1,0,5,0,2,2,0,0,26,0,0,8.0,LW,2,1,2,0,0,1,5,20.0,4,1,0,1,0,2,1,0,8.0,LW,41,1,13,13,15,2,41,2,0,0.0,2,100.0,25,83,33,0,1,0,1,2,25,5,8.0,LW,0,0,0,2,0,0,5,0,1,0,0,0,7,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,6
0,13 Players,,,,,990,1,1,0,0,17,3,0,0,731,20,14,12,2.2,2.2,1.9,31,2,470,603,77.9,52,447,21,21,14,,,470,603,77.9,9008,2963,179,201,89.1,227,269,84.4,56,111,50.5,1,1.9,1.7,14,37,8,2,52,,,603,543,59,14,0,11,29,32,7,6,1,0,470,1,10,,,20,16,6,9,5,7,14,50.0,7,12,2,10,14,34,33,1,,,731,41,164,382,193,24,731,21,14,66.7,7,33.3,447,1896,1032,21,14,4,20,12,470,52,,,0,0,0,8,12,1,29,14,16,0,0,0,68,27,15,64.3,,,,,,,,,,,,,,,,,,,,,0,6
1,Abdoulaye Diallo,1.0,sn SEN,GK,25-128,90,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,18,22,81.8,0,14,0,0,0,1.0,GK,18,22,81.8,537,384,3,3,100.0,9,9,100.0,6,10,60.0,0,0.0,0.0,0,0,0,0,0,1.0,GK,22,17,5,1,0,0,0,0,0,0,0,0,18,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,24,21,24,0,0,0,24,0,0,,0,,14,58,49,0,0,0,0,0,10,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4.0,1.0,3.0,75.0,2.0,2.0,6.0,33.3,18.0,7.0,11.1,27.4,4.0,100.0,69.8,11.0,3.0,27.3,0.0,7.7,0,6
2,Adrien Hunou,23.0,fr FRA,RM,23-198,56,0,0,0,0,0,0,0,0,33,0,0,2,0.0,0.0,0.0,0,0,21,27,77.8,1,15,2,2,2,23.0,RM,21,27,77.8,292,64,13,13,100.0,7,10,70.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1,23.0,RM,27,25,2,0,0,0,0,2,0,0,0,0,21,0,1,23.0,RM,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,23.0,RM,33,0,3,17,14,1,33,2,2,100.0,0,0.0,15,101,47,2,1,0,1,0,23,3,23.0,RM,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,6
3,Benjamin André,21.0,fr FRA,CM,27-002,90,0,0,0,0,2,1,0,0,84,1,5,2,0.2,0.2,0.1,3,0,53,67,79.1,10,50,2,2,2,21.0,CM,53,67,79.1,956,268,22,26,84.6,26,28,92.9,4,9,44.4,0,0.1,0.1,2,9,3,1,10,21.0,CM,67,65,2,2,0,3,1,0,0,0,0,0,53,0,2,21.0,CM,1,1,0,0,1,0,1,0.0,1,2,0,2,5,6,5,0,21.0,CM,84,3,9,60,17,3,84,2,2,100.0,0,0.0,50,183,78,2,1,1,2,1,55,4,21.0,CM,0,0,0,0,2,0,1,5,1,0,0,0,8,6,5,54.5,,,,,,,,,,,,,,,,,,,,,0,6
4,Benjamin Bourigeaud,14.0,fr FRA,CM,23-203,90,0,0,0,0,1,0,0,0,78,2,4,3,0.1,0.1,0.3,6,0,51,65,78.5,7,33,0,0,0,14.0,CM,51,65,78.5,1032,306,18,21,85.7,22,26,84.6,10,17,58.8,0,0.3,0.4,3,4,1,1,7,14.0,CM,65,52,13,7,0,1,12,0,6,5,1,0,51,0,0,14.0,CM,2,1,0,2,0,2,3,66.7,1,3,0,3,4,6,2,0,14.0,CM,78,2,7,48,23,1,78,0,0,,0,,33,80,33,0,0,0,0,1,38,2,14.0,CM,0,0,0,0,0,0,12,4,1,0,0,0,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,6
5,Faitout Maouassa,17.0,fr FRA,LM,19-030,49,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,13,15,86.7,2,14,1,1,0,17.0,LM,13,15,86.7,144,24,11,11,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,2,17.0,LM,15,13,2,1,0,0,1,0,1,1,0,0,13,0,0,17.0,LM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.0,LM,19,0,0,12,7,0,19,1,0,0.0,1,100.0,14,64,12,1,1,0,2,0,15,3,17.0,LM,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,6
6,Hamari Traoré,27.0,ml MLI,RB,25-190,90,0,0,0,0,0,0,0,0,87,3,2,1,0.0,0.0,0.1,3,0,66,81,81.5,10,48,2,1,0,27.0,RB,66,81,81.5,1350,551,26,27,96.3,28,33,84.8,12,19,63.2,0,0.1,0.1,2,9,2,0,10,27.0,RB,81,66,15,2,0,2,1,13,0,0,0,0,66,0,2,27.0,RB,3,3,2,0,1,1,1,100.0,0,1,0,1,2,5,3,0,27.0,RB,87,1,24,46,20,1,87,1,0,0.0,1,100.0,48,241,178,2,5,0,0,0,46,2,27.0,RB,0,0,0,1,0,0,1,2,3,0,0,0,9,3,0,100.0,,,,,,,,,,,,,,,,,,,,,0,6
7,Ismaila Sarr,7.0,sn SEN,FW,19-161,90,0,0,0,0,2,0,0,0,45,1,0,0,0.3,0.3,0.5,4,0,23,32,71.9,3,34,5,3,3,7.0,FW,23,32,71.9,275,61,13,16,81.3,7,12,58.3,0,1,0.0,0,0.5,0.1,3,0,1,0,3,7.0,FW,32,32,0,0,0,0,2,0,0,0,0,0,23,0,0,7.0,FW,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,7.0,FW,45,0,1,15,29,5,45,3,3,100.0,0,0.0,34,195,117,5,2,0,6,4,35,13,7.0,FW,0,0,0,2,3,0,2,0,1,0,0,0,5,3,3,50.0,,,,,,,,,,,,,,,,,,,,,0,6
8,James Lea Siliki,12.0,cm CMR,LM,21-054,41,0,0,0,0,0,0,0,0,25,1,0,0,0.0,0.0,0.0,2,0,12,17,70.6,2,19,1,3,0,12.0,LM,12,17,70.6,173,51,7,7,100.0,3,3,100.0,1,3,33.3,0,0.0,0.0,1,2,0,0,2,12.0,LM,17,17,0,0,0,0,5,0,0,0,0,0,12,0,3,12.0,LM,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,12.0,LM,25,0,1,11,13,0,25,3,0,0.0,3,100.0,19,84,49,1,0,0,3,0,21,4,12.0,LM,0,0,0,1,0,0,5,0,1,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,6
9,Jordan Tell,19.0,gp GLP,"RM,FW",20-056,34,1,0,0,0,5,1,0,0,17,2,0,0,0.9,0.9,0.0,1,0,7,10,70.0,0,14,0,0,0,19.0,"RM,FW",7,10,70.0,126,0,3,3,100.0,2,3,66.7,1,2,50.0,0,0.0,0.0,0,0,0,0,0,19.0,"RM,FW",10,10,0,0,0,1,0,0,0,0,0,0,7,0,0,19.0,"RM,FW",2,2,0,2,0,0,0,,0,0,0,0,0,2,0,0,19.0,"RM,FW",17,0,0,5,12,5,17,0,0,,0,,14,44,12,0,0,1,1,2,16,8,19.0,"RM,FW",0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,6
10,Joris Gnagnon,5.0,fr FRA,CB,20-204,90,0,0,0,0,1,0,0,0,68,2,1,1,0.1,0.1,0.0,0,0,53,59,89.8,2,44,0,0,0,5.0,CB,53,59,89.8,1123,229,12,12,100.0,35,36,97.2,6,10,60.0,0,0.0,0.0,0,2,0,0,2,5.0,CB,59,57,1,1,0,1,0,0,0,0,0,0,53,1,0,5.0,CB,2,1,1,0,1,1,1,100.0,0,1,1,0,1,3,4,0,5.0,CB,68,6,30,34,4,1,68,0,0,,0,,44,144,69,0,0,0,1,0,50,0,5.0,CB,0,0,0,0,1,0,0,1,1,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,6
11,Ludovic Baal,24.0,gf GUF,LB,31-073,90,0,0,0,0,0,0,0,0,100,5,0,1,0.0,0.0,0.0,3,0,72,90,80.0,10,60,2,1,1,24.0,LB,72,90,80.0,1279,540,30,34,88.2,35,42,83.3,7,14,50.0,0,0.0,0.0,0,7,1,0,10,24.0,LB,90,75,15,0,0,0,1,15,0,0,0,0,72,0,0,24.0,LB,5,3,3,1,1,2,5,40.0,3,1,0,1,0,5,5,1,24.0,LB,100,3,22,59,19,1,100,1,1,100.0,0,0.0,60,207,112,2,1,0,0,0,63,2,24.0,LB,0,0,0,1,0,0,1,0,3,0,0,0,7,3,2,60.0,,,,,,,,,,,,,,,,,,,,,0,6
12,Ndombe Mubele,9.0,cd COD,"FW,RM",23-110,90,0,1,0,0,5,1,0,0,47,1,1,0,0.6,0.6,0.7,8,2,19,32,59.4,1,34,6,7,5,9.0,"FW,RM",19,32,59.4,293,56,11,14,78.6,6,11,54.5,1,3,33.3,1,0.7,0.9,2,0,0,0,1,9.0,"FW,RM",32,28,4,0,0,0,6,2,0,0,0,0,19,0,2,9.0,"FW,RM",1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0,9.0,"FW,RM",47,1,2,15,31,5,47,7,5,71.4,2,28.6,34,241,143,6,2,2,3,4,35,11,9.0,"FW,RM",0,0,0,1,3,0,6,1,1,0,0,0,5,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,6
0,14 Players,,,,,990,3,1,1,1,13,4,2,0,657,21,16,11,1.9,1.1,1.0,26,6,424,548,77.4,52,339,24,22,14,,,424,548,77.4,7543,3012,168,202,83.2,193,224,86.2,41,75,54.7,1,1.0,1.0,10,25,10,2,52,,,548,494,53,17,1,5,29,18,15,6,7,0,424,1,13,,,21,19,6,10,5,6,13,46.2,7,11,3,8,16,37,12,0,,,657,52,233,270,162,33,656,22,14,63.6,8,36.4,339,1990,1118,24,19,7,17,15,420,50,,,2,0,0,11,17,1,29,16,19,1,0,0,78,13,11,54.2,,,,,,,,,,,,,,,,,,,,,1,7
1,Anwar El Ghazi,7.0,nl NED,RM,22-095,90,1,0,0,0,4,3,1,0,34,1,0,0,0.4,0.4,0.0,5,2,18,23,78.3,9,27,5,5,3,7.0,RM,18,23,78.3,283,145,6,7,85.7,9,11,81.8,0,0,,0,0.0,0.1,0,1,3,0,9,7.0,RM,23,23,0,0,0,0,3,0,0,0,0,0,18,0,2,7.0,RM,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,7.0,RM,34,3,7,7,21,5,34,5,3,60.0,2,40.0,27,201,162,5,5,3,1,2,26,8,7.0,RM,1,0,0,0,0,0,3,0,1,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,7
