index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
6,Loïc Perrin,24.0,fr FRA,CB,31-363,90,0,0,0,0,0,0,0,0,60,1,0,1,0.0,0.0,0.0,0,0,45,52,86.5,0,41,0,1,1,24.0,CB,45,52,86.5,841,312,19,21,90.5,24,24,100.0,2,7,28.6,0,0.0,0.0,0,0,0,0,0,24.0,CB,52,51,1,1,0,0,0,0,0,0,0,0,45,0,0,24.0,CB,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,6,0,24.0,CB,60,6,41,19,0,0,60,1,1,100.0,0,0.0,41,169,69,0,0,0,0,0,40,0,24.0,CB,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,1,3
7,Ole Selnæs,17.0,no NOR,CM,23-029,90,0,0,0,0,0,0,1,0,58,5,4,2,0.0,0.0,0.0,3,0,41,48,85.4,4,34,0,0,0,17.0,CM,41,48,85.4,631,276,24,26,92.3,15,16,93.8,2,5,40.0,0,0.0,0.0,1,3,0,0,4,17.0,CM,48,46,1,1,0,0,0,0,0,0,0,0,41,1,1,17.0,CM,5,4,1,3,1,0,3,0.0,3,2,0,2,4,9,1,0,17.0,CM,58,1,15,40,3,0,58,0,0,,0,,34,102,40,0,0,0,0,0,30,0,17.0,CM,1,0,0,2,1,0,0,4,4,0,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,1,3
8,Oussama Tannane,10.0,ma MAR,RW,23-135,78,0,1,0,0,1,1,0,0,46,5,2,0,0.0,0.0,0.6,2,1,25,36,69.4,3,34,1,1,0,10.0,RW,25,36,69.4,380,63,12,15,80.0,9,13,69.2,2,4,50.0,1,0.6,0.6,2,2,0,0,3,10.0,RW,36,34,1,1,0,1,1,0,0,0,0,0,25,1,1,10.0,RW,5,4,1,2,2,0,1,0.0,1,0,0,0,2,7,1,0,10.0,RW,46,1,6,18,22,3,46,1,0,0.0,1,100.0,34,126,66,1,1,0,3,2,32,11,10.0,RW,0,0,0,2,0,0,1,2,4,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,1,3
9,Rayan Souici,31.0,fr FRA,RM,19-158,12,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,0,0,5,5,100.0,0,5,0,0,0,31.0,RM,5,5,100.0,56,19,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,31.0,RM,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,31.0,RM,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,31.0,RM,6,0,2,4,0,0,6,0,0,,0,,5,6,2,0,0,0,0,0,5,0,31.0,RM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,3
10,Romain Hamouma,21.0,fr FRA,LW,30-129,61,0,0,0,0,0,0,0,0,38,0,1,0,0.0,0.0,0.1,3,1,24,35,68.6,3,29,3,1,0,21.0,LW,24,35,68.6,449,119,12,14,85.7,7,10,70.0,4,5,80.0,0,0.1,0.1,2,1,2,0,3,21.0,LW,35,32,2,0,0,1,2,0,2,1,0,0,24,1,4,21.0,LW,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,21.0,LW,38,0,8,13,18,2,38,1,0,0.0,1,100.0,29,137,62,3,2,0,1,1,29,8,21.0,LW,0,0,0,0,1,0,2,1,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,3
11,Ronaël Pierre-Gabriel,29.0,fr FRA,LB,19-053,90,0,0,0,0,2,1,0,0,68,3,0,1,0.1,0.1,0.0,1,0,43,55,78.2,4,38,1,0,0,29.0,LB,43,55,78.2,652,288,27,33,81.8,13,16,81.3,3,4,75.0,0,0.0,0.0,0,2,1,0,4,29.0,LB,55,38,16,2,0,0,0,14,0,0,0,0,43,1,3,29.0,LB,3,2,2,1,0,1,2,50.0,1,1,0,1,0,3,4,0,29.0,LB,68,5,25,37,6,0,68,0,0,,0,,38,159,102,1,2,0,1,0,40,1,29.0,LB,0,0,0,0,1,0,0,0,2,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,3
12,Saidy Janko,15.0,gm GAM,RB,21-287,90,0,0,0,0,0,0,0,0,61,2,1,1,0.0,0.0,0.0,0,0,41,50,82.0,4,34,2,3,2,15.0,RB,41,50,82.0,538,205,29,32,90.6,10,14,71.4,1,2,50.0,0,0.0,0.0,0,7,0,0,4,15.0,RB,50,39,11,0,0,0,0,11,0,0,0,0,41,0,2,15.0,RB,2,1,2,0,0,0,0,,0,1,0,1,1,3,5,0,15.0,RB,61,2,14,39,8,0,61,3,2,66.7,1,33.3,34,241,114,2,3,0,2,0,35,0,15.0,RB,0,0,0,2,1,0,0,1,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,3
0,14 Players,,,,,990,0,0,0,0,6,2,1,0,793,14,19,16,0.5,0.5,0.5,12,0,616,698,88.3,52,458,23,18,15,,,616,698,88.3,10685,3170,271,293,92.5,244,261,93.5,64,87,73.6,0,0.5,0.8,5,46,6,1,52,,,698,649,47,16,0,13,23,16,7,3,4,0,616,2,15,,,14,9,5,9,0,4,9,44.4,5,16,2,14,19,33,13,0,,,793,48,183,422,194,15,793,18,15,83.3,3,16.7,458,2503,1342,23,21,3,16,20,615,52,,,1,0,0,8,11,2,23,19,9,0,0,0,53,12,6,66.7,,,,,,,,,,,,,,,,,,,,,0,3
1,Adrien Tameze,5.0,cm CMR,DM,23-182,13,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,10,12,83.3,1,9,1,0,0,5.0,DM,10,12,83.3,143,27,7,8,87.5,3,3,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,5.0,DM,12,11,1,0,0,0,0,1,0,0,0,0,10,0,1,5.0,DM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5.0,DM,13,0,0,10,3,0,13,0,0,,0,,9,75,55,1,1,0,1,0,11,0,5.0,DM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,3
2,Alassane Pléa,14.0,fr FRA,FW,24-148,90,0,0,0,0,1,0,0,0,42,0,0,1,0.3,0.3,0.1,2,0,32,37,86.5,5,20,1,1,1,14.0,FW,32,37,86.5,467,87,13,14,92.9,10,12,83.3,3,3,100.0,0,0.1,0.1,1,2,3,0,5,14.0,FW,37,34,2,0,0,0,1,0,0,0,0,0,32,1,1,14.0,FW,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,14.0,FW,42,1,2,18,22,2,42,1,1,100.0,0,0.0,20,98,36,1,1,1,2,1,38,7,14.0,FW,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,3
3,Arnaud Souquet,2.0,fr FRA,RB,25-174,90,0,0,0,0,0,0,0,0,75,3,2,1,0.0,0.0,0.0,3,0,57,65,87.7,4,40,6,7,6,2.0,RB,57,65,87.7,785,134,36,37,97.3,17,19,89.5,2,3,66.7,0,0.0,0.0,1,3,0,0,4,2.0,RB,65,60,5,1,0,0,2,4,0,0,0,0,57,0,3,2.0,RB,3,2,1,2,0,0,1,0.0,1,1,0,1,2,5,0,0,2.0,RB,75,0,7,48,22,2,75,7,6,85.7,1,14.3,40,292,185,6,4,1,2,2,58,5,2.0,RB,0,0,0,2,2,0,2,2,2,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,3
4,Bassem Srarfi,11.0,tn TUN,AM,20-041,45,0,0,0,0,0,0,0,0,24,1,1,1,0.0,0.0,0.0,0,0,14,20,70.0,1,15,3,1,1,11.0,AM,14,20,70.0,171,34,6,8,75.0,6,7,85.7,0,0,,0,0.0,0.0,0,2,0,0,1,11.0,AM,20,20,0,0,0,0,1,0,0,0,0,0,14,0,1,11.0,AM,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0,11.0,AM,24,0,3,11,10,1,24,1,1,100.0,0,0.0,15,91,60,3,1,0,0,1,19,2,11.0,AM,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,3
5,Dante,31.0,br BRA,CB,33-291,90,0,0,0,0,1,0,1,0,79,2,1,0,0.1,0.1,0.0,0,0,70,74,94.6,3,53,1,0,0,31.0,CB,70,74,94.6,1368,518,22,23,95.7,38,38,100.0,6,9,66.7,0,0.0,0.0,0,2,0,0,3,31.0,CB,74,70,4,3,0,3,0,1,0,0,0,0,70,0,0,31.0,CB,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,3,0,31.0,CB,79,4,40,37,3,1,79,0,0,,0,,53,259,137,1,1,0,0,0,67,0,31.0,CB,1,0,0,2,2,0,0,1,1,0,0,0,4,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,3
6,Jean-Victor Makengo,27.0,fr FRA,DM,19-054,17,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,5,12,1,1,1,27.0,DM,14,15,93.3,264,72,6,6,100.0,6,7,85.7,2,2,100.0,0,0.0,0.0,0,3,0,0,5,27.0,DM,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0,27.0,DM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.0,DM,16,0,1,11,4,0,16,1,1,100.0,0,0.0,12,81,56,1,1,0,0,0,13,0,27.0,DM,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,3
7,Malang Sarr,23.0,fr FRA,LB,18-194,90,0,0,0,0,0,0,0,0,79,1,3,0,0.0,0.0,0.3,2,0,62,72,86.1,4,45,5,0,0,23.0,LB,62,72,86.1,1011,284,35,37,94.6,18,19,94.7,6,11,54.5,0,0.3,0.2,1,2,1,1,4,23.0,LB,72,60,12,2,0,3,8,10,0,0,0,0,62,0,4,23.0,LB,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,2,0,23.0,LB,79,2,17,36,26,0,79,0,0,,0,,45,287,168,5,4,0,2,2,57,8,23.0,LB,0,0,0,0,3,0,8,3,1,0,0,0,8,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,3
8,Maxime Le Marchand,20.0,fr FRA,CB,27-298,90,0,0,0,0,1,0,0,0,106,0,6,2,0.1,0.1,0.0,0,0,89,94,94.7,2,59,0,0,0,20.0,CB,89,94,94.7,1733,666,27,27,100.0,50,53,94.3,10,12,83.3,0,0.0,0.1,0,3,0,0,2,20.0,CB,94,92,2,2,0,0,0,0,0,0,0,0,89,0,0,20.0,CB,0,0,0,0,0,0,0,,0,2,2,0,6,6,5,0,20.0,CB,106,11,52,52,2,2,106,0,0,,0,,59,283,155,0,0,0,0,1,83,1,20.0,CB,0,0,0,0,0,0,0,6,0,0,0,0,6,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,3
9,Pierre Lees-Melou,7.0,fr FRA,RW,24-072,90,0,0,0,0,1,1,0,0,69,4,1,4,0.0,0.0,0.0,1,0,46,55,83.6,5,41,1,1,1,7.0,RW,46,55,83.6,750,141,20,23,87.0,9,12,75.0,8,10,80.0,0,0.0,0.1,0,5,1,0,5,7.0,RW,55,55,0,0,0,2,0,0,0,0,0,0,46,0,1,7.0,RW,4,2,0,4,0,1,3,33.3,2,4,0,4,1,5,1,0,7.0,RW,69,2,4,35,31,1,69,1,1,100.0,0,0.0,41,187,84,1,4,0,1,2,53,9,7.0,RW,0,0,0,1,0,0,0,1,2,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,3
10,Rémi Walter,18.0,fr FRA,DM,22-101,73,0,0,0,0,0,0,0,0,65,0,2,0,0.0,0.0,0.0,2,0,56,60,93.3,5,40,2,2,2,18.0,DM,56,60,93.3,1048,208,22,24,91.7,26,27,96.3,7,8,87.5,0,0.0,0.0,0,5,0,0,5,18.0,DM,60,58,2,1,0,2,1,0,1,1,0,0,56,0,0,18.0,DM,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,18.0,DM,65,2,7,49,9,0,65,2,2,100.0,0,0.0,40,181,86,2,1,0,2,1,53,0,18.0,DM,0,0,0,0,0,0,1,2,0,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,3
11,Valentin Eysseric,13.0,fr FRA,LW,25-133,90,0,0,0,0,1,1,0,0,90,0,1,4,0.1,0.1,0.2,2,0,58,76,76.3,9,47,2,5,3,13.0,LW,58,76,76.3,969,258,29,34,85.3,19,22,86.4,7,14,50.0,0,0.2,0.2,2,10,0,0,9,13.0,LW,76,66,10,4,0,3,10,0,6,2,4,0,58,0,2,13.0,LW,0,0,0,0,0,0,0,,0,4,0,4,1,1,0,0,13.0,LW,90,0,9,40,42,4,90,5,3,60.0,2,40.0,47,270,114,2,2,1,2,6,69,13,13.0,LW,0,0,0,1,0,1,10,1,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,3
12,Vincent Koziello,26.0,fr FRA,DM,21-281,77,0,0,0,0,1,0,0,0,81,2,2,2,0.0,0.0,0.0,0,0,69,74,93.2,7,45,0,0,0,26.0,DM,69,74,93.2,1167,289,34,36,94.4,25,25,100.0,7,8,87.5,0,0.0,0.1,0,7,1,0,7,26.0,DM,74,72,1,1,0,0,0,0,0,0,0,0,69,1,1,26.0,DM,2,1,1,1,0,1,1,100.0,0,2,0,2,2,4,0,0,26.0,DM,81,1,12,57,12,1,81,0,0,,0,,45,228,96,0,0,0,0,3,63,0,26.0,DM,0,0,0,0,1,0,0,2,1,0,0,0,7,1,2,33.3,,,,,,,,,,,,,,,,,,,,,0,3
13,Vincent Marcel,19.0,fr FRA,AM,20-118,45,0,0,0,0,0,0,0,0,27,1,0,1,0.0,0.0,0.0,0,0,15,19,78.9,1,20,0,0,0,19.0,AM,15,19,78.9,182,23,9,11,81.8,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,1,19.0,AM,19,19,0,0,0,0,0,0,0,0,0,0,15,0,1,19.0,AM,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,19.0,AM,27,0,2,18,8,1,27,0,0,,0,,20,117,64,0,1,0,4,1,20,7,19.0,AM,0,0,0,1,1,1,0,0,1,0,0,0,2,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,3
0,14 Players,,,,,990,1,1,0,0,6,4,1,0,685,13,12,9,0.6,0.6,0.6,11,2,494,607,81.4,58,481,12,9,7,,,494,607,81.4,10511,3976,167,190,87.9,241,275,87.6,85,136,62.5,1,0.6,0.3,5,55,5,1,58,,,607,541,63,14,0,13,21,34,3,2,0,0,494,3,6,,,13,9,4,9,0,6,15,40.0,9,9,3,6,12,25,17,1,,,685,56,197,354,137,9,685,9,7,77.8,2,22.2,481,1806,738,12,5,2,10,10,490,57,,,1,0,0,9,13,3,21,12,9,0,1,0,56,9,11,45.0,,,,,,,,,,,,,,,,,,,,,1,4
1,Benoît Assou-Ekotto,32.0,cm CMR,LB,33-134,90,0,0,0,0,0,0,0,0,88,1,5,1,0.0,0.0,0.0,1,0,59,81,72.8,5,53,1,1,1,32.0,LB,59,81,72.8,1416,556,14,15,93.3,31,38,81.6,14,26,53.8,0,0.0,0.0,1,10,0,0,5,32.0,LB,81,64,16,1,0,2,4,15,0,0,0,0,59,1,1,32.0,LB,1,0,0,1,0,1,2,50.0,1,1,1,0,5,6,1,0,32.0,LB,88,0,25,53,10,0,88,1,1,100.0,0,0.0,53,201,90,1,1,0,0,0,52,3,32.0,LB,0,0,0,1,1,0,4,5,0,0,0,0,8,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,4
2,Fallou Diagne,3.0,sn SEN,DM,27-356,75,0,0,0,0,2,2,0,0,54,1,1,1,0.1,0.1,0.0,1,0,41,49,83.7,7,38,2,1,1,3.0,DM,41,49,83.7,838,134,16,18,88.9,19,22,86.4,6,8,75.0,0,0.0,0.0,0,3,0,0,7,3.0,DM,49,48,0,0,0,1,0,0,0,0,0,0,41,1,0,3.0,DM,1,1,0,1,0,0,2,0.0,2,1,0,1,1,2,0,0,3.0,DM,54,0,3,40,12,2,54,1,1,100.0,0,0.0,38,138,78,2,0,2,0,0,41,5,3.0,DM,0,0,0,0,2,0,0,1,1,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,4
3,Florent Mollet,19.0,fr FRA,"LM,FW",25-259,21,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,0,0,13,17,76.5,1,14,0,0,0,19.0,"LM,FW",13,17,76.5,188,31,9,10,90.0,3,5,60.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,19.0,"LM,FW",17,12,5,2,0,0,2,1,2,2,0,0,13,0,0,19.0,"LM,FW",0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,19.0,"LM,FW",19,1,1,5,13,0,19,0,0,,0,,14,63,21,0,0,0,0,2,15,2,19.0,"LM,FW",0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,4
4,Gauthier Hein,7.0,fr FRA,LW,20-363,58,0,0,0,0,0,0,0,0,31,2,1,1,0.0,0.0,0.0,1,0,22,25,88.0,4,23,1,1,0,7.0,LW,22,25,88.0,387,96,7,7,100.0,14,15,93.3,1,2,50.0,0,0.0,0.0,1,2,0,0,4,7.0,LW,25,24,1,0,0,0,2,1,0,0,0,0,22,0,1,7.0,LW,2,2,2,0,0,2,3,66.7,1,1,0,1,1,3,1,0,7.0,LW,31,1,7,8,16,1,31,1,0,0.0,1,100.0,23,71,42,1,1,0,1,2,23,5,7.0,LW,0,0,0,0,1,0,2,1,2,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,4
5,Gerónimo Poblete,5.0,ar ARG,"DM,CM",24-215,90,0,0,0,0,0,0,0,0,77,1,0,1,0.0,0.0,0.0,1,0,64,71,90.1,8,61,0,1,1,5.0,"DM,CM",64,71,90.1,1294,429,21,24,87.5,35,37,94.6,8,10,80.0,0,0.0,0.1,0,10,1,0,8,5.0,"DM,CM",71,70,1,1,0,2,0,0,0,0,0,0,64,0,0,5.0,"DM,CM",1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,1,0,5.0,"DM,CM",77,5,16,52,9,0,77,1,1,100.0,0,0.0,61,201,65,0,0,0,1,0,58,2,5.0,"DM,CM",0,0,0,0,2,0,0,0,0,0,0,0,9,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,4
6,Habib Diallo,17.0,sn SEN,"FW,DM",22-048,15,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,3,0,0,0,17.0,"FW,DM",3,4,75.0,37,13,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,1,17.0,"FW,DM",4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,17.0,"FW,DM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.0,"FW,DM",5,0,0,1,4,0,5,0,0,,0,,3,11,1,0,0,0,1,0,5,0,17.0,"FW,DM",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,4
7,Ibrahima Niane,14.0,sn SEN,"LW,FW",18-147,32,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,8,11,72.7,0,14,0,2,2,14.0,"LW,FW",8,11,72.7,137,40,3,5,60.0,5,6,83.3,0,0,,0,0.0,0.0,0,0,0,0,0,14.0,"LW,FW",11,11,0,0,0,0,0,0,0,0,0,0,8,0,1,14.0,"LW,FW",1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,14.0,"LW,FW",16,0,3,5,8,0,16,2,2,100.0,0,0.0,14,65,27,0,1,0,2,2,12,3,14.0,"LW,FW",0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,4
8,Iván Balliu,25.0,al ALB,RB,25-216,90,0,0,0,0,0,0,0,0,71,1,0,1,0.0,0.0,0.1,2,1,53,65,81.5,13,44,0,1,1,25.0,RB,53,65,81.5,1030,562,24,26,92.3,21,26,80.8,8,13,61.5,0,0.1,0.0,1,9,1,0,13,25.0,RB,65,55,10,0,0,0,1,10,0,0,0,0,53,0,1,25.0,RB,1,1,0,1,0,0,0,,0,1,1,0,0,1,2,0,25.0,RB,71,2,17,42,12,1,71,1,1,100.0,0,0.0,44,102,40,0,0,0,1,0,45,6,25.0,RB,0,0,0,0,1,0,1,0,1,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,4
9,Milan Biševac,4.0,rs SRB,CB,33-339,90,0,0,0,0,0,0,1,0,55,0,2,0,0.0,0.0,0.0,0,0,45,50,90.0,3,40,1,0,0,4.0,CB,45,50,90.0,1044,484,11,11,100.0,25,27,92.6,9,12,75.0,0,0.0,0.0,0,3,0,0,3,4.0,CB,50,48,2,2,0,2,0,0,0,0,0,0,45,0,0,4.0,CB,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,4.0,CB,55,5,26,29,0,0,55,0,0,,0,,40,162,73,1,0,0,0,0,43,0,4.0,CB,1,0,0,1,0,0,0,2,0,0,1,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,4
10,Nolan Roux,9.0,fr FRA,FW,29-157,69,1,0,0,0,2,2,0,0,23,0,0,0,0.4,0.4,0.0,0,0,11,20,55.0,1,21,1,0,0,9.0,FW,11,20,55.0,163,23,5,8,62.5,6,10,60.0,0,2,0.0,0,0.0,0.0,0,0,1,0,1,9.0,FW,20,20,0,0,0,0,2,0,0,0,0,0,11,0,0,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,FW,23,0,1,9,13,3,23,0,0,,0,,21,129,48,1,0,0,0,2,24,6,9.0,FW,0,0,0,2,1,3,2,0,0,0,0,0,0,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,4
11,Renaud Cohade,24.0,fr FRA,"AM,CM",32-310,90,0,1,0,0,2,0,0,0,77,5,1,3,0.1,0.1,0.4,1,1,47,62,75.8,9,51,5,2,1,24.0,"AM,CM",47,62,75.8,819,224,22,26,84.6,20,24,83.3,4,11,36.4,1,0.4,0.0,1,3,2,1,9,24.0,"AM,CM",62,56,6,0,0,0,7,2,0,0,0,0,47,0,2,24.0,"AM,CM",5,3,1,4,0,2,4,50.0,2,3,1,2,1,6,0,0,24.0,"AM,CM",77,2,7,44,26,2,77,2,1,50.0,1,50.0,51,181,87,5,2,0,1,0,58,15,24.0,"AM,CM",0,0,0,2,0,0,7,1,3,0,0,0,2,1,5,16.7,,,,,,,,,,,,,,,,,,,,,1,4
12,Simon Falette,6.0,gn GUI,CB,25-167,90,0,0,0,0,0,0,0,0,76,0,1,0,0.0,0.0,0.0,1,0,62,67,92.5,2,56,0,0,0,6.0,CB,62,67,92.5,1510,500,15,16,93.8,30,31,96.8,17,20,85.0,0,0.0,0.0,0,2,0,0,2,6.0,CB,67,62,5,3,0,4,0,2,0,0,0,0,62,0,0,6.0,CB,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,6.0,CB,76,13,50,27,1,0,76,0,0,,0,,56,209,95,0,0,0,0,0,50,0,6.0,CB,0,0,0,1,0,0,0,1,0,0,0,0,10,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,4
13,Thomas Didillon,1.0,fr FRA,GK,21-250,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,20,31,64.5,0,17,0,0,0,1.0,GK,20,31,64.5,652,488,2,2,100.0,11,11,100.0,7,18,38.9,0,0.0,0.0,0,0,0,0,0,1.0,GK,31,20,11,3,0,0,0,0,0,0,0,0,20,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1.0,GK,35,27,35,0,0,0,35,0,0,,0,,17,73,45,0,0,0,0,0,15,0,1.0,GK,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,5.0,3.0,2.0,60.0,2.2,5.0,16.0,31.3,23.0,2.0,39.1,37.7,8.0,87.5,56.3,12.0,1.0,8.3,3.0,24.0,1,4
